ticket_id,text,category,priority
TKT-10753,"Good morning, All admin users have been accidentally removed and we are locked out. This is affecting my work.",Account,High
TKT-10498,"Hi support team, Your service is completely down. We cannot access the platform at all. This is affecting my work.",Technical Issue,High
TKT-11276,Urgent: How do I add a team member with limited permissions to my account? This is affecting my work.,Account,Medium
TKT-11325,I keep getting a 404 error when trying to access the reports section. This is affecting my work.,Technical Issue,Medium
TKT-10011,Urgent: What integrations do you support with third-party tools? This is affecting my work.,General Query,Medium
TKT-10396,Urgent: Please add the ability to pin important messages. Thanks in advance.,Feature Request,Low
TKT-10284,"Hi support team, I need to update my billing information and payment method. This is affecting my work.",Billing,Medium
TKT-11066,I forgot my password and the reset email is not arriving.,Account,Medium
TKT-11191,What languages does your platform support?,General Query,Low
TKT-11744,"Hi support team, We would love a dark mode option for the web interface. Please help.",Feature Request,Medium
TKT-10690,What integrations do you support with third-party tools?,General Query,Medium
TKT-11752,My account has been locked and I cannot access critical business data.,Account,High
TKT-11875,When does my billing cycle reset each month?,Billing,Low
TKT-10689,"Hi support team, My credit card was billed without authorization. This needs urgent attention.",Billing,High
TKT-10851,What payment methods do you accept? Please help.,Billing,Low
TKT-10159,Can I get a receipt for my last payment?,Billing,Low
TKT-10895,"Hi support team, How do I update my notification preferences? Thanks in advance.",Account,Low
TKT-11575,"Hi support team, Does your platform support GDPR compliance features? Please help.",General Query,Medium
TKT-10257,Dashboard widgets are not loading properly on Chrome browser. This is affecting my work.,Technical Issue,Medium
TKT-10335,"Hi support team, What integrations do you support with third-party tools? Thanks in advance.",General Query,Medium
TKT-11879,"Hello, The export feature is not working correctly. Files download but are empty.",Technical Issue,Medium
TKT-11039,"Hi support team, Please add the ability to export reports in Excel format. Please help.",Feature Request,Medium
TKT-10515,Can you explain how your data backup and recovery process works? Thanks in advance.,General Query,Medium
TKT-11348,Can you explain how your data backup and recovery process works? This is affecting my work.,General Query,Medium
TKT-11015,"Hello, Login is broken for all users in our organization.",Technical Issue,High
TKT-10768,"Hello, Login is broken for all users in our organization.",Technical Issue,High
TKT-11746,"Hi support team, Dashboard widgets are not loading properly on Chrome browser. Please help.",Technical Issue,Medium
TKT-10761,"Hi support team, I need to transfer my account to a new email address. Please help.",Account,Medium
TKT-11246,Urgent: Minor lag when switching between tabs in the dashboard. Thanks in advance.,Technical Issue,Low
TKT-11203,Urgent: What payment methods do you accept?,Billing,Low
TKT-11467,Urgent: I have a question about my invoice from last month.,Billing,Medium
TKT-11983,Urgent: Would be nice to have more color themes available.,Feature Request,Low
TKT-10521,Dashboard widgets are not loading properly on Chrome browser. Please help.,Technical Issue,Medium
TKT-10022,Dashboard widgets are not loading properly on Chrome browser. This is affecting my work.,Technical Issue,Medium
TKT-10356,The export feature is not working correctly. Files download but are empty. Thanks in advance.,Technical Issue,Medium
TKT-11277,"Hi support team, I was charged twice for my subscription this month. Please refund immediately. Thanks in advance.",Billing,High
TKT-11312,Please add the ability to export reports in Excel format. This is affecting my work.,Feature Request,Medium
TKT-11682,Your service is completely down. We cannot access the platform at all. Please help.,Technical Issue,High
TKT-10340,Double billing occurred on my account. Need immediate resolution.,Billing,High
TKT-10431,I have a question about my invoice from last month.,Billing,Medium
TKT-10473,"Hi support team, We are evaluating your platform for 500 users and need urgent response for a board decision tomorrow.",General Query,High
TKT-10217,Dashboard widgets are not loading properly on Chrome browser. Thanks in advance.,Technical Issue,Medium
TKT-10911,"Hello, I forgot my password and the reset email is not arriving.",Account,Medium
TKT-11227,"Hi support team, Can I add a profile picture to my account? Thanks in advance.",Account,Low
TKT-11596,I need to update my company details and billing address.,Account,Medium
TKT-11011,"Hi support team, Notification emails are arriving with some formatting issues.",Technical Issue,Low
TKT-11949,"Good morning, Do you offer annual billing discounts?",Billing,Low
TKT-10093,"Hi support team, I have a question about my invoice from last month.",Billing,Medium
TKT-11008,"Good morning, Can you explain the charge on my latest billing statement? Please help.",Billing,Medium
TKT-11070,"Hello, Minor lag when switching between tabs in the dashboard.",Technical Issue,Low
TKT-11092,"Hi support team, Can I add a profile picture to my account? Thanks in advance.",Account,Low
TKT-11914,Urgent: Can I add a profile picture to my account?,Account,Low
TKT-11308,"Hello, The export feature is not working correctly. Files download but are empty.",Technical Issue,Medium
TKT-10696,Is there a mobile app available for iOS and Android?,General Query,Low
TKT-11827,"Good morning, All admin users have been accidentally removed and we are locked out. Please help.",Account,High
TKT-10996,We are evaluating your platform for 500 users and need urgent response for a board decision tomorrow.,General Query,High
TKT-10153,"Hello, My credit card was billed without authorization. This needs urgent attention. Please help.",Billing,High
TKT-11099,"Hello, The export feature is not working correctly. Files download but are empty. This is affecting my work.",Technical Issue,Medium
TKT-11718,"Hi support team, All admin users have been accidentally removed and we are locked out.",Account,High
TKT-11997,What is your uptime SLA and how do you handle planned maintenance?,General Query,Medium
TKT-10789,"Hello, Dashboard widgets are not loading properly on Chrome browser. Please help.",Technical Issue,Medium
TKT-10580,Urgent: Where can I find my account ID? Thanks in advance.,Account,Low
TKT-10703,"Hi support team, Minor lag when switching between tabs in the dashboard.",Technical Issue,Low
TKT-11212,"Hello, Can you explain the charge on my latest billing statement?",Billing,Medium
TKT-11295,Do you have a public API documentation page?,General Query,Low
TKT-11665,I would like to downgrade my plan and understand the billing impact.,Billing,Medium
TKT-11260,Urgent: Notification emails are arriving with some formatting issues. This is affecting my work.,Technical Issue,Low
TKT-10487,"Good morning, Can I get a receipt for my last payment? Please help.",Billing,Low
TKT-10559,"Hello, My account has been locked and I cannot access critical business data. Thanks in advance.",Account,High
TKT-11141,"Hi support team, How do I update my notification preferences? Thanks in advance.",Account,Low
TKT-11119,"Good morning, How do I update my notification preferences? Please help.",Account,Low
TKT-10801,"Hi support team, Is there a mobile app available for iOS and Android? This is affecting my work.",General Query,Low
TKT-10512,"Good morning, I forgot my password and the reset email is not arriving. Thanks in advance.",Account,Medium
TKT-10633,We need audit logs for compliance or we cannot use your service. This is affecting my work.,Feature Request,High
TKT-11921,Legal team needs your data processing agreement urgently for contract signing.,General Query,High
TKT-11787,Can I get a receipt for my last payment? Thanks in advance.,Billing,Low
TKT-11545,"Hello, What is your uptime SLA and how do you handle planned maintenance?",General Query,Medium
